X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
76.5945,15.0838,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6638,15.0028,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4897,15.1411,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7333,15.1619,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5748,15.1086,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6108,15.0749,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5735,15.1189,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5253,15.146,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5011,15.1633,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6334,15.0647,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6417,15.0428,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.631,15.07,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6631,15.0224,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5051,15.1948,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.516,15.1865,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.652,15.0856,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5086,15.2134,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6788,14.9795,0,0,,SYNFORM,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6787,14.9798,0,0,,SYNFORM,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4549,15.1824,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4798,15.1642,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6627,15.0194,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6659,15.0133,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7124,15.1797,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.648,15.0079,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6322,15.1132,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6357,15.108,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5299,15.1849,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5263,15.1857,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5342,15.0492,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5884,15.1938,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6413,15.0062,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.624,15.0217,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6331,15.0139,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4361,15.197,575,-52,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4742,15.1947,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4765,15.1921,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7047,15.1899,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5984,15.1418,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5309,15.1525,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4963,15.2008,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5859,15.1284,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5872,15.1267,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6316,15.0835,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6435,15.0515,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6289,15.0998,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4907,15.191,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4841,15.1964,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.617,15.0735,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6326,15.0434,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6179,15.0725,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6739,14.9871,0,0,,SYNFORM,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6756,14.9842,0,0,,SYNFORM,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6266,15.1294,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5346,15.1641,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5692,15.1438,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5556,15.1522,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5141,15.1764,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4257,15.2093,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5821,15.1307,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4782,15.1553,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6859,14.9624,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.682,14.9676,0,0,,SYNFORM,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6765,14.9734,0,0,,SYNFORM,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6889,14.958,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6081,15.1227,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6003,15.1293,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.583,15.1881,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6376,15.1118,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5855,15.1404,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5969,15.131,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5655,15.1573,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6504,15.0965,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6984,14.9575,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6985,14.9565,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6998,14.9544,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6567,14.9923,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6641,14.9839,0,0,,SYNFORM,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6691,14.9793,0,0,,SYNFORM,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.679,14.9908,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6742,14.9988,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6818,14.9856,0,0,,SYNFORM,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.877,15.0579,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3003,15.3077,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7512,15.1376,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7686,15.1202,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.8057,15.0762,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.819,15.0799,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7955,15.0716,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9421,15.0113,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7596,15.144,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7615,15.1412,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5977,15.0166,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6047,15.023,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6105,15.0122,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5937,15.0056,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5745,15.0126,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5873,15.0076,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5606,15.0207,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7488,15.1401,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7482,15.1411,0,0,,ANTICLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4161,15.2259,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,42.73,18.91,20.16,0.91,2.17,1.88,0.15,0.43,0.67,0.11,0,136.4,9.2,27.5,211.9,2,11,101.6,30.6,42.4,45.2,228.8,91.4,59.2
76.3453,15.2552,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3469,15.257,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3517,15.2519,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6037,15.3405,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4074,15.194,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4105,15.1916,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3594,15.2444,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.756,15.1268,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7619,15.1216,0,0,,SYNCLINE,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3486,15.257,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3538,15.2525,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3236,15.2814,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6369,15.0669,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.644,15.0446,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
